Date,Open,High,Low,Close
2003-10-13,2522.17,2563.4,2563.4,2563.4
2003-10-14,2564.41,2552.38,2552.38,2552.38
2003-10-15,2553.68,2571.41,2571.41,2571.41
2003-10-16,2571.01,2557.8,2557.8,2557.8
2003-10-17,2561.48,2550.82,2550.82,2550.82
2003-10-20,2551.4,2552.18,2552.18,2552.18
2003-10-21,2555.99,2560.14,2560.14,2560.14
2003-10-22,2558.87,2509.97,2509.97,2509.97
2003-10-23,2504.83,2489.07,2489.07,2489.07
2003-10-24,2488.98,2482.56,2482.56,2482.56
2003-10-27,2484.57,2512.32,2512.32,2512.32
2003-10-28,2515.98,2542.7,2542.7,2542.7
2003-10-29,2545.76,2556.16,2556.16,2556.16
2003-10-30,2555.45,2571.51,2571.51,2571.51
2003-10-31,2568.63,2575.04,2575.04,2575.04
2003-11-03,2575.9,2631.65,2631.65,2631.65
2003-11-04,2630.81,2627.32,2627.32,2627.32
2003-11-05,2626.12,2609.9,2609.9,2609.9
2003-11-06,2612.7,2626.68,2626.68,2626.68
2003-11-07,2627.45,2657.6,2657.6,2657.6
2003-11-10,2655.15,2633.07,2633.07,2633.07
2003-11-11,2629.9,2618.9,2618.9,2618.9
2003-11-12,2618.85,2627.15,2627.15,2627.15
2003-11-13,2632.11,2636.78,2636.78,2636.78
2003-11-14,2635.2,2656.94,2656.94,2656.94
2003-11-17,2654.34,2586.05,2586.05,2586.05
2003-11-18,2588.26,2584.05,2584.05,2584.05
2003-11-19,2581.45,2574.66,2574.66,2574.66
2003-11-20,2575.35,2568.71,2568.71,2568.71
2003-11-21,2566.97,2578.24,2578.24,2578.24
2003-11-24,2580.09,2632.25,2632.25,2632.25
2003-11-25,2629.68,2625.31,2625.31,2625.31
2003-11-26,2625.9,2619.56,2619.56,2619.56
2003-11-27,2620.7,2635.89,2635.89,2635.89
2003-11-28,2635.4,2630.47,2630.47,2630.47
2003-12-01,2631.57,2674.62,2674.62,2674.62
2003-12-02,2675.98,2666.97,2666.97,2666.97
2003-12-03,2665.07,2694.01,2694.01,2694.01
2003-12-04,2692.51,2693.43,2693.43,2693.43
2003-12-05,2691.42,2672.02,2672.02,2672.02
2003-12-08,2671.24,2651.41,2651.41,2651.41
2003-12-09,2653.72,2672.62,2672.62,2672.62
2003-12-10,2669.54,2660.73,2660.73,2660.73
2003-12-11,2662.36,2684.71,2684.71,2684.71
2003-12-12,2686.68,2685.39,2685.39,2685.39
2003-12-15,2689.05,2698.77,2698.77,2698.77
2003-12-16,2692.97,2697.14,2697.14,2697.14
2003-12-17,2699.22,2692.26,2692.26,2692.26
2003-12-18,2691.97,2714.73,2714.73,2714.73
2003-12-19,2715.62,2725.26,2725.26,2725.26
2003-12-22,2722.93,2714.09,2714.09,2714.09
2003-12-23,2714.53,2721.57,2721.57,2721.57
2003-12-24,2721.57,2721.57,2721.57,2721.57
2003-12-25,2721.57,2721.57,2721.57,2721.57
2003-12-26,2721.57,2721.57,2721.57,2721.57
2003-12-29,2722.85,2744.2,2744.2,2744.2
2003-12-30,2745.97,2750.09,2750.09,2750.09
2003-12-31,2749.91,2760.66,2760.66,2760.66
2004-01-01,2760.66,2760.66,2760.66,2760.66
2004-01-02,2760.84,2797.56,2797.56,2797.56
2004-01-05,2797.39,2808.07,2808.07,2808.07
2004-01-06,2808.52,2805.91,2805.91,2805.91
2004-01-07,2807.06,2782.52,2782.52,2782.52
2004-01-08,2785.67,2821.33,2821.33,2821.33
2004-01-09,2823.68,2800.16,2800.16,2800.16
2004-01-12,2800.26,2793.88,2793.88,2793.88
2004-01-13,2796.73,2801.97,2801.97,2801.97
2004-01-14,2801.33,2829.44,2829.44,2829.44
2004-01-15,2824.39,2840.8,2840.8,2840.8
2004-01-16,2842.86,2865.96,2865.96,2865.96
2004-01-19,2866.96,2879.94,2879.94,2879.94
2004-01-20,2880.57,2859.58,2859.58,2859.58
2004-01-21,2858.37,2873.86,2873.86,2873.86
2004-01-22,2878.26,2891.84,2891.84,2891.84
2004-01-23,2890.2,2892.54,2892.54,2892.54
2004-01-26,2891.75,2874.47,2874.47,2874.47
2004-01-27,2877.36,2884.25,2884.25,2884.25
2004-01-28,2881.54,2896.78,2896.78,2896.78
2004-01-29,2893.04,2860.08,2860.08,2860.08
2004-01-30,2862.08,2839.13,2839.13,2839.13
2004-02-02,2839.24,2853.9,2853.9,2853.9
2004-02-03,2854.17,2841.26,2841.26,2841.26
2004-02-04,2839.55,2819.92,2819.92,2819.92
2004-02-05,2817.57,2816.34,2816.34,2816.34
2004-02-06,2819.18,2833.63,2833.63,2833.63
2004-02-09,2836.39,2870.98,2870.98,2870.98
2004-02-10,2871.02,2880.94,2880.94,2880.94
2004-02-11,2881.32,2890.8,2890.8,2890.8
2004-02-12,2894.02,2896.25,2896.25,2896.25
2004-02-13,2894.66,2860.88,2860.88,2860.88
2004-02-16,2862.26,2877.39,2877.39,2877.39
2004-02-17,2879.0,2895.38,2895.38,2895.38
2004-02-18,2895.43,2897.59,2897.59,2897.59
2004-02-19,2900.49,2932.95,2932.95,2932.95
2004-02-20,2930.5,2904.36,2904.36,2904.36
2004-02-23,2906.23,2907.46,2907.46,2907.46
2004-02-24,2904.75,2866.04,2866.04,2866.04
2004-02-25,2865.89,2872.48,2872.48,2872.48
2004-02-26,2876.55,2883.54,2883.54,2883.54
2004-02-27,2885.3,2893.18,2893.18,2893.18
2004-03-01,2893.7,2918.56,2918.56,2918.56
2004-03-02,2920.77,2946.62,2946.62,2946.62
2004-03-03,2943.33,2926.79,2926.79,2926.79
2004-03-04,2929.75,2952.61,2952.61,2952.61
2004-03-05,2953.57,2945.63,2945.63,2945.63
2004-03-08,2947.31,2959.71,2959.71,2959.71
2004-03-09,2958.2,2923.05,2923.05,2923.05
2004-03-10,2921.39,2922.68,2922.68,2922.68
2004-03-11,2915.94,2834.02,2834.02,2834.02
2004-03-12,2829.99,2834.03,2834.03,2834.03
2004-03-15,2829.87,2756.13,2756.13,2756.13
2004-03-16,2754.17,2773.18,2773.18,2773.18
2004-03-17,2775.58,2821.8,2821.8,2821.8
2004-03-18,2821.8,2761.66,2761.66,2761.66
2004-03-19,2764.26,2769.86,2769.86,2769.86
2004-03-22,2765.96,2712.11,2712.11,2712.11
2004-03-23,2710.75,2713.68,2713.68,2713.68
2004-03-24,2713.61,2702.05,2702.05,2702.05
2004-03-25,2705.63,2752.43,2752.43,2752.43
2004-03-26,2754.22,2763.75,2763.75,2763.75
2004-03-29,2764.04,2797.68,2797.68,2797.68
2004-03-30,2798.39,2791.58,2791.58,2791.58
2004-03-31,2791.49,2787.49,2787.49,2787.49
2004-04-01,2788.83,2819.7,2819.7,2819.7
2004-04-02,2820.87,2885.08,2885.08,2885.08
2004-04-05,2886.3,2905.88,2905.88,2905.88
2004-04-06,2909.77,2865.03,2865.03,2865.03
2004-04-07,2864.35,2851.83,2851.83,2851.83
2004-04-08,2853.95,2858.92,2858.92,2858.92
2004-04-09,2858.92,2858.92,2858.92,2858.92
2004-04-12,2858.92,2858.92,2858.92,2858.92
2004-04-13,2862.61,2889.91,2889.91,2889.91
2004-04-14,2889.05,2856.61,2856.61,2856.61
2004-04-15,2857.88,2854.53,2854.53,2854.53
2004-04-16,2853.95,2866.95,2866.95,2866.95
2004-04-19,2866.25,2859.24,2859.24,2859.24
2004-04-20,2862.61,2878.8,2878.8,2878.8
2004-04-21,2877.74,2855.46,2855.46,2855.46
2004-04-22,2859.13,2877.65,2877.65,2877.65
2004-04-23,2882.36,2894.18,2894.18,2894.18
2004-04-26,2895.0,2886.05,2886.05,2886.05
2004-04-27,2886.73,2884.82,2884.82,2884.82
2004-04-28,2885.46,2836.67,2836.67,2836.67
2004-04-29,2834.47,2806.37,2806.37,2806.37
2004-04-30,2803.5,2787.48,2787.48,2787.48
2004-05-03,2786.5,2806.46,2806.46,2806.46
2004-05-04,2805.88,2799.71,2799.71,2799.71
2004-05-05,2796.62,2823.37,2823.37,2823.37
2004-05-06,2821.06,2765.74,2765.74,2765.74
2004-05-07,2765.76,2756.85,2756.85,2756.85
2004-05-10,2751.03,2684.96,2684.96,2684.96
2004-05-11,2686.79,2721.08,2721.08,2721.08
2004-05-12,2721.57,2680.1,2680.1,2680.1
2004-05-13,2683.87,2712.5,2712.5,2712.5
2004-05-14,2710.35,2694.92,2694.92,2694.92
2004-05-17,2693.58,2659.85,2659.85,2659.85
2004-05-18,2661.76,2675.75,2675.75,2675.75
2004-05-19,2679.2,2729.52,2729.52,2729.52
2004-05-20,2727.66,2708.55,2708.55,2708.55
2004-05-21,2705.74,2697.46,2697.46,2697.46
2004-05-24,2700.38,2716.07,2716.07,2716.07
2004-05-25,2714.28,2699.36,2699.36,2699.36
2004-05-26,2707.07,2729.62,2729.62,2729.62
2004-05-27,2730.92,2752.02,2752.02,2752.02
2004-05-28,2756.65,2736.83,2736.83,2736.83
2004-05-31,2738.66,2736.83,2736.83,2736.83
2004-06-01,2749.4,2713.29,2713.29,2713.29
2004-06-02,2715.02,2730.15,2730.15,2730.15
2004-06-03,2730.47,2736.72,2736.72,2736.72
2004-06-04,2738.14,2767.87,2767.87,2767.87
2004-06-07,2771.3,2799.81,2799.81,2799.81
2004-06-08,2801.98,2800.36,2800.36,2800.36
2004-06-09,2802.18,2787.39,2787.39,2787.39
2004-06-10,2785.79,2800.18,2800.18,2800.18
2004-06-11,2801.16,2797.05,2797.05,2797.05
2004-06-14,2796.07,2759.27,2759.27,2759.27
2004-06-15,2759.82,2785.68,2785.68,2785.68
2004-06-16,2788.89,2807.15,2807.15,2807.15
2004-06-17,2806.38,2807.16,2807.16,2807.16
2004-06-18,2806.45,2822.06,2822.06,2822.06
2004-06-21,2826.4,2816.56,2816.56,2816.56
2004-06-22,2814.45,2782.43,2782.43,2782.43
2004-06-23,2783.78,2793.63,2793.63,2793.63
2004-06-24,2796.58,2822.35,2822.35,2822.35
2004-06-25,2822.28,2818.86,2818.86,2818.86
2004-06-28,2818.18,2840.04,2840.04,2840.04
2004-06-29,2835.62,2828.59,2828.59,2828.59
2004-06-30,2829.74,2811.08,2811.08,2811.08
2004-07-01,2818.56,2806.62,2806.62,2806.62
2004-07-02,2802.36,2783.99,2783.99,2783.99
2004-07-05,2784.09,2784.92,2784.92,2784.92
2004-07-06,2786.13,2764.89,2764.89,2764.89
2004-07-07,2764.6,2764.31,2764.31,2764.31
2004-07-08,2763.21,2776.88,2776.88,2776.88
2004-07-09,2773.79,2776.25,2776.25,2776.25
2004-07-12,2774.95,2760.12,2760.12,2760.12
2004-07-13,2764.95,2763.2,2763.2,2763.2
2004-07-14,2756.66,2754.77,2754.77,2754.77
2004-07-15,2753.4,2715.64,2715.64,2715.64
2004-07-16,2716.45,2713.27,2713.27,2713.27
2004-07-19,2712.99,2697.69,2697.69,2697.69
2004-07-20,2694.26,2708.16,2708.16,2708.16
2004-07-21,2716.42,2728.91,2728.91,2728.91
2004-07-22,2717.98,2680.44,2680.44,2680.44
2004-07-23,2685.48,2673.44,2673.44,2673.44
2004-07-26,2671.82,2640.61,2640.61,2640.61
2004-07-27,2642.55,2670.48,2670.48,2670.48
2004-07-28,2675.35,2665.98,2665.98,2665.98
2004-07-29,2669.27,2717.61,2717.61,2717.61
2004-07-30,2715.77,2720.05,2720.05,2720.05
2004-08-02,2716.71,2696.26,2696.26,2696.26
2004-08-03,2701.72,2712.45,2712.45,2712.45
2004-08-04,2704.53,2684.28,2684.28,2684.28
2004-08-05,2688.94,2689.26,2689.26,2689.26
2004-08-06,2680.81,2618.68,2618.68,2618.68
2004-08-09,2619.38,2596.52,2596.52,2596.52
2004-08-10,2595.49,2619.42,2619.42,2619.42
2004-08-11,2621.5,2594.45,2594.45,2594.45
2004-08-12,2598.43,2588.8,2588.8,2588.8
2004-08-13,2582.55,2580.04,2580.04,2580.04
2004-08-16,2576.58,2604.75,2604.75,2604.75
2004-08-17,2604.57,2617.27,2617.27,2617.27
2004-08-18,2614.85,2627.37,2627.37,2627.37
2004-08-19,2633.49,2630.71,2630.71,2630.71
2004-08-20,2627.51,2624.96,2624.96,2624.96
2004-08-23,2630.04,2662.35,2662.35,2662.35
2004-08-24,2661.99,2659.14,2659.14,2659.14
2004-08-25,2663.05,2664.67,2664.67,2664.67
2004-08-26,2670.74,2688.67,2688.67,2688.67
2004-08-27,2689.21,2704.53,2704.53,2704.53
2004-08-30,2705.58,2697.05,2697.05,2697.05
2004-08-31,2693.39,2670.79,2670.79,2670.79
2004-09-01,2676.22,2691.67,2691.67,2691.67
2004-09-02,2691.53,2711.16,2711.16,2711.16
2004-09-03,2710.33,2739.43,2739.43,2739.43
2004-09-06,2740.61,2748.39,2748.39,2748.39
2004-09-07,2749.58,2751.93,2751.93,2751.93
2004-09-08,2753.19,2746.96,2746.96,2746.96
2004-09-09,2742.89,2730.74,2730.74,2730.74
2004-09-10,2733.83,2745.86,2745.86,2745.86
2004-09-13,2758.43,2780.85,2780.85,2780.85
2004-09-14,2779.41,2771.67,2771.67,2771.67
2004-09-15,2771.92,2763.75,2763.75,2763.75
2004-09-16,2763.37,2765.87,2765.87,2765.87
2004-09-17,2766.75,2788.64,2788.64,2788.64
2004-09-20,2787.75,2776.1,2776.1,2776.1
2004-09-21,2774.72,2790.67,2790.67,2790.67
2004-09-22,2789.8,2759.68,2759.68,2759.68
2004-09-23,2757.59,2735.45,2735.45,2735.45
2004-09-24,2734.01,2740.06,2740.06,2740.06
2004-09-27,2738.73,2725.1,2725.1,2725.1
2004-09-28,2722.34,2733.69,2733.69,2733.69
2004-09-29,2734.63,2746.36,2746.36,2746.36
2004-09-30,2750.39,2726.3,2726.3,2726.3
2004-10-01,2728.29,2796.08,2796.08,2796.08
2004-10-04,2797.92,2823.46,2823.46,2823.46
2004-10-05,2824.22,2830.12,2830.12,2830.12
2004-10-06,2830.35,2831.88,2831.88,2831.88
2004-10-07,2832.54,2834.62,2834.62,2834.62
2004-10-08,2832.18,2816.42,2816.42,2816.42
2004-10-11,2814.27,2813.93,2813.93,2813.93
2004-10-12,2811.34,2788.07,2788.07,2788.07
2004-10-13,2788.93,2792.27,2792.27,2792.27
2004-10-14,2789.49,2776.03,2776.03,2776.03
2004-10-15,2775.02,2773.39,2773.39,2773.39
2004-10-18,2774.32,2768.63,2768.63,2768.63
2004-10-19,2771.38,2801.19,2801.19,2801.19
2004-10-20,2799.45,2769.26,2769.26,2769.26
2004-10-21,2771.65,2786.53,2786.53,2786.53
2004-10-22,2786.48,2788.89,2788.89,2788.89
2004-10-25,2786.71,2734.37,2734.37,2734.37
2004-10-26,2735.95,2739.37,2739.37,2739.37
2004-10-27,2742.78,2787.15,2787.15,2787.15
2004-10-28,2788.94,2818.54,2818.54,2818.54
2004-10-29,2818.4,2811.72,2811.72,2811.72
2004-11-01,2811.15,2834.03,2834.03,2834.03
2004-11-02,2834.3,2855.16,2855.16,2855.16
2004-11-03,2856.99,2860.68,2860.68,2860.68
2004-11-04,2860.4,2859.52,2859.52,2859.52
2004-11-05,2862.27,2874.8,2874.8,2874.8
2004-11-08,2875.09,2872.48,2872.48,2872.48
2004-11-09,2872.5,2864.93,2864.93,2864.93
2004-11-10,2866.11,2872.66,2872.66,2872.66
2004-11-11,2872.55,2903.93,2903.93,2903.93
2004-11-12,2906.33,2907.45,2907.45,2907.45
2004-11-15,2907.75,2898.16,2898.16,2898.16
2004-11-16,2898.87,2879.01,2879.01,2879.01
2004-11-17,2880.47,2922.24,2922.24,2922.24
2004-11-18,2918.85,2917.21,2917.21,2917.21
2004-11-19,2918.39,2893.08,2893.08,2893.08
2004-11-22,2891.31,2879.58,2879.58,2879.58
2004-11-23,2883.01,2876.88,2876.88,2876.88
2004-11-24,2886.03,2876.84,2876.84,2876.84
2004-11-25,2878.71,2904.16,2904.16,2904.16
2004-11-26,2901.04,2898.95,2898.95,2898.95
2004-11-29,2899.17,2891.15,2891.15,2891.15
2004-11-30,2893.43,2876.39,2876.39,2876.39
2004-12-01,2874.21,2913.21,2913.21,2913.21
2004-12-02,2913.61,2926.73,2926.73,2926.73
2004-12-03,2927.02,2911.59,2911.59,2911.59
2004-12-06,2911.17,2904.51,2904.51,2904.51
2004-12-07,2904.28,2918.43,2918.43,2918.43
2004-12-08,2916.33,2912.44,2912.44,2912.44
2004-12-09,2910.29,2888.02,2888.02,2888.02
2004-12-10,2888.75,2903.96,2903.96,2903.96
2004-12-13,2905.65,2928.43,2928.43,2928.43
2004-12-14,2929.69,2934.1,2934.1,2934.1
2004-12-15,2934.79,2921.94,2921.94,2921.94
2004-12-16,2922.03,2929.63,2929.63,2929.63
2004-12-17,2929.62,2891.48,2891.48,2891.48
2004-12-20,2890.91,2906.24,2906.24,2906.24
2004-12-21,2905.91,2912.8,2912.8,2912.8
2004-12-22,2913.99,2937.74,2937.74,2937.74
2004-12-23,2937.37,2950.92,2950.92,2950.92
2004-12-24,2950.92,2950.92,2950.92,2950.92
2004-12-27,2950.36,2944.16,2944.16,2944.16
2004-12-28,2945.28,2955.11,2955.11,2955.11
2004-12-29,2955.23,2953.15,2953.15,2953.15
2004-12-30,2953.9,2951.24,2951.24,2951.24
2004-12-31,2951.24,2951.24,2951.24,2951.24
2005-01-03,2952.29,2970.02,2970.02,2970.02
2005-01-04,2969.78,2971.12,2971.12,2971.12
2005-01-05,2969.0,2947.19,2947.19,2947.19
2005-01-06,2947.44,2966.24,2966.24,2966.24
2005-01-07,2965.54,2979.82,2979.82,2979.82
2005-01-10,2980.3,2977.21,2977.21,2977.21
2005-01-11,2977.14,2949.29,2949.29,2949.29
2005-01-12,2948.89,2924.01,2924.01,2924.01
2005-01-13,2925.6,2936.32,2936.32,2936.32
2005-01-14,2933.58,2948.22,2948.22,2948.22
2005-01-17,2948.11,2963.06,2963.06,2963.06
2005-01-18,2962.28,2962.43,2962.43,2962.43
2005-01-19,2963.91,2959.9,2959.9,2959.9
2005-01-20,2957.55,2937.71,2937.71,2937.71
2005-01-21,2937.27,2940.87,2940.87,2940.87
2005-01-24,2939.68,2937.83,2937.83,2937.83
2005-01-25,2937.66,2958.61,2958.61,2958.61
2005-01-26,2958.31,2956.43,2956.43,2956.43
2005-01-27,2956.32,2970.81,2970.81,2970.81
2005-01-28,2969.91,2955.89,2955.89,2955.89
2005-01-31,2958.07,2984.59,2984.59,2984.59
2005-02-01,2984.63,3008.85,3008.85,3008.85
2005-02-02,3009.08,3022.35,3022.35,3022.35
2005-02-03,3021.94,3010.39,3010.39,3010.39
2005-02-04,3011.58,3037.13,3037.13,3037.13
2005-02-07,3037.21,3051.97,3051.97,3051.97
2005-02-08,3052.01,3055.89,3055.89,3055.89
2005-02-09,3056.37,3044.36,3044.36,3044.36
2005-02-10,3047.97,3044.0,3044.0,3044.0
2005-02-11,3046.36,3080.08,3080.08,3080.08
2005-02-14,3079.93,3075.76,3075.76,3075.76
2005-02-15,3075.2,3086.95,3086.95,3086.95
2005-02-16,3087.3,3068.55,3068.55,3068.55
2005-02-17,3068.79,3067.34,3067.34,3067.34
2005-02-18,3067.26,3072.04,3072.04,3072.04
2005-02-21,3072.31,3063.64,3063.64,3063.64
2005-02-22,3062.99,3045.24,3045.24,3045.24
2005-02-23,3042.65,3028.08,3028.08,3028.08
2005-02-24,3030.17,3024.8,3024.8,3024.8
2005-02-25,3029.07,3062.72,3062.72,3062.72
2005-02-28,3063.85,3058.32,3058.32,3058.32
2005-03-01,3056.45,3078.44,3078.44,3078.44
2005-03-02,3078.89,3082.71,3082.71,3082.71
2005-03-03,3080.71,3078.11,3078.11,3078.11
2005-03-04,3079.93,3106.86,3106.86,3106.86
2005-03-07,3106.98,3114.54,3114.54,3114.54
2005-03-08,3113.82,3097.34,3097.34,3097.34
2005-03-09,3098.91,3081.99,3081.99,3081.99
2005-03-10,3079.01,3053.66,3053.66,3053.66
2005-03-11,3058.37,3060.36,3060.36,3060.36
2005-03-14,3060.06,3060.72,3060.72,3060.72
2005-03-15,3062.77,3083.73,3083.73,3083.73
2005-03-16,3083.33,3032.13,3032.13,3032.13
2005-03-17,3032.84,3039.8,3039.8,3039.8
2005-03-18,3040.38,3053.54,3053.54,3053.54
2005-03-21,3052.39,3038.14,3038.14,3038.14
2005-03-22,3040.55,3050.44,3050.44,3050.44
2005-03-23,3040.66,3036.85,3036.85,3036.85
2005-03-24,3039.55,3060.67,3060.67,3060.67
2005-03-25,3060.67,3060.67,3060.67,3060.67
2005-03-28,3060.67,3060.67,3060.67,3060.67
2005-03-29,3060.02,3069.35,3069.35,3069.35
2005-03-30,3067.3,3056.25,3056.25,3056.25
2005-03-31,3059.1,3055.73,3055.73,3055.73
2005-04-01,3055.18,3061.11,3061.11,3061.11
2005-04-04,3060.0,3042.17,3042.17,3042.17
2005-04-05,3046.56,3064.07,3064.07,3064.07
2005-04-06,3066.05,3076.23,3076.23,3076.23
2005-04-07,3073.4,3090.72,3090.72,3090.72
2005-04-08,3092.07,3088.92,3088.92,3088.92
2005-04-11,3088.47,3080.6,3080.6,3080.6
2005-04-12,3080.42,3065.18,3065.18,3065.18
2005-04-13,3065.92,3080.54,3080.54,3080.54
2005-04-14,3079.88,3075.33,3075.33,3075.33
2005-04-15,3074.21,3013.79,3013.79,3013.79
2005-04-18,3009.93,2947.79,2947.79,2947.79
2005-04-19,2948.38,2957.37,2957.37,2957.37
2005-04-20,2957.92,2944.33,2944.33,2944.33
2005-04-21,2942.95,2950.34,2950.34,2950.34
2005-04-22,2950.35,2976.39,2976.39,2976.39
2005-04-25,2975.37,2987.05,2987.05,2987.05
2005-04-26,2987.27,2983.22,2983.22,2983.22
2005-04-27,2981.82,2942.62,2942.62,2942.62
2005-04-28,2943.29,2930.87,2930.87,2930.87
2005-04-29,2929.21,2930.1,2930.1,2930.1
2005-05-02,2931.97,2949.09,2949.09,2949.09
2005-05-03,2949.35,2962.59,2962.59,2962.59
2005-05-04,2962.47,2981.04,2981.04,2981.04
2005-05-05,2981.64,3004.52,3004.52,3004.52
2005-05-06,3004.26,3019.26,3019.26,3019.26
2005-05-09,3018.05,3007.1,3007.1,3007.1
2005-05-10,3007.31,2983.42,2983.42,2983.42
2005-05-11,2983.09,2970.5,2970.5,2970.5
2005-05-12,2983.04,2993.09,2993.09,2993.09
2005-05-13,2991.71,2994.52,2994.52,2994.52
2005-05-16,2994.27,2988.16,2988.16,2988.16
2005-05-17,2990.13,2983.84,2983.84,2983.84
2005-05-18,2984.63,3036.3,3036.3,3036.3
2005-05-19,3034.88,3051.79,3051.79,3051.79
2005-05-20,3051.87,3050.45,3050.45,3050.45
2005-05-23,3051.53,3070.98,3070.98,3070.98
2005-05-24,3071.55,3066.55,3066.55,3066.55
2005-05-25,3066.57,3059.84,3059.84,3059.84
2005-05-26,3060.04,3086.08,3086.08,3086.08
2005-05-27,3086.69,3084.0,3084.0,3084.0
2005-05-30,3084.08,3096.54,3096.54,3096.54
2005-05-31,3096.46,3076.7,3076.7,3076.7
2005-06-01,3077.86,3125.88,3125.88,3125.88
2005-06-02,3125.64,3131.03,3131.03,3131.03
2005-06-03,3131.38,3114.27,3114.27,3114.27
2005-06-06,3114.04,3099.2,3099.2,3099.2
2005-06-07,3099.99,3134.82,3134.82,3134.82
2005-06-08,3131.08,3125.59,3125.59,3125.59
2005-06-09,3124.24,3122.93,3122.93,3122.93
2005-06-10,3126.26,3143.85,3143.85,3143.85
2005-06-13,3145.04,3159.83,3159.83,3159.83
2005-06-14,3159.09,3162.86,3162.86,3162.86
2005-06-15,3163.11,3147.55,3147.55,3147.55
2005-06-16,3147.88,3160.09,3160.09,3160.09
2005-06-17,3160.55,3178.48,3178.48,3178.48
2005-06-20,3178.01,3162.14,3162.14,3162.14
2005-06-21,3163.04,3179.62,3179.62,3179.62
2005-06-22,3179.61,3182.08,3182.08,3182.08
2005-06-23,3182.06,3190.8,3190.8,3190.8
2005-06-24,3187.67,3161.0,3161.0,3161.0
2005-06-27,3160.65,3132.5,3132.5,3132.5
2005-06-28,3136.42,3162.0,3162.0,3162.0
2005-06-29,3162.15,3178.56,3178.56,3178.56
2005-06-30,3178.58,3181.54,3181.54,3181.54
2005-07-01,3179.38,3208.61,3208.61,3208.61
2005-07-04,3209.14,3215.6,3215.6,3215.6
2005-07-05,3215.2,3207.91,3207.91,3207.91
2005-07-06,3208.43,3224.11,3224.11,3224.11
2005-07-07,3221.83,3221.83,3079.89,3170.06
2005-07-08,3172.0,3224.59,3172.0,3224.59
2005-07-11,3225.33,3251.39,3225.33,3246.4
2005-07-12,3246.2,3247.94,3223.75,3236.33
2005-07-13,3236.34,3261.5,3236.34,3260.67
2005-07-14,3261.39,3292.08,3261.39,3277.2
2005-07-15,3277.24,3286.64,3266.04,3278.71
2005-07-18,3279.16,3292.26,3268.82,3276.49
2005-07-19,3276.58,3314.06,3276.58,3314.06
2005-07-20,3312.96,3317.02,3292.31,3303.88
2005-07-21,3305.0,3329.67,3280.51,3299.92
2005-07-22,3299.57,3304.76,3281.45,3292.92
2005-07-25,3294.85,3304.01,3284.85,3298.27
2005-07-26,3298.41,3314.0,3288.84,3302.98
2005-07-27,3303.18,3320.01,3303.18,3310.84
2005-07-28,3311.09,3339.27,3311.09,3333.05
2005-07-29,3332.91,3346.56,3314.45,3326.51
2005-08-01,3326.17,3339.22,3312.88,3320.44
2005-08-02,3320.44,3349.91,3318.74,3349.91
2005-08-03,3349.39,3351.28,3329.44,3343.63
2005-08-04,3343.57,3343.57,3305.42,3310.62
2005-08-05,3309.74,3310.83,3280.49,3280.49
2005-08-08,3281.13,3307.45,3281.13,3292.41
2005-08-09,3292.08,3331.29,3289.21,3331.29
2005-08-10,3331.35,3370.84,3331.35,3370.84
2005-08-11,3367.38,3367.38,3338.53,3354.16
2005-08-12,3354.49,3356.66,3328.09,3334.15
2005-08-15,3334.34,3340.27,3323.06,3326.34
2005-08-16,3328.96,3343.35,3302.18,3307.42
2005-08-17,3307.15,3307.15,3278.01,3298.2
2005-08-18,3298.45,3300.83,3270.1,3283.84
2005-08-19,3284.35,3328.17,3284.35,3328.17
2005-08-22,3328.84,3340.12,3325.27,3330.44
2005-08-23,3324.01,3324.01,3299.28,3299.28
2005-08-24,3295.98,3297.57,3272.23,3294.25
2005-08-25,3293.69,3293.69,3253.53,3258.52
2005-08-26,3258.45,3270.27,3224.1,3224.1
2005-08-29,3222.52,3241.49,3196.65,3239.96
2005-08-30,3240.8,3255.43,3232.93,3234.1
2005-08-31,3237.61,3265.23,3235.34,3263.78
2005-09-01,3265.1,3293.1,3265.1,3282.29
2005-09-02,3281.13,3291.77,3264.2,3274.42
2005-09-05,3275.08,3303.05,3275.08,3303.05
2005-09-06,3303.42,3341.8,3303.42,3341.8
2005-09-07,3342.17,3359.95,3339.49,3349.46
2005-09-08,3349.72,3351.67,3332.58,3346.63
2005-09-09,3346.9,3365.98,3343.1,3359.65
2005-09-12,3361.1,3377.46,3349.7,3354.64
2005-09-13,3353.61,3358.04,3325.26,3325.55
2005-09-14,3325.71,3345.29,3325.71,3338.99
2005-09-15,3339.05,3352.08,3329.54,3339.02
2005-09-16,3339.38,3378.23,3338.38,3366.57
2005-09-19,3366.39,3368.48,3335.48,3356.28
2005-09-20,3356.55,3379.42,3356.55,3375.79
2005-09-21,3375.3,3375.3,3325.49,3326.78
2005-09-22,3325.87,3325.87,3292.44,3312.26
2005-09-23,3313.96,3332.32,3313.96,3331.55
2005-09-26,3335.0,3401.02,3335.0,3400.93
2005-09-27,3399.01,3399.06,3377.9,3384.24
2005-09-28,3385.25,3431.14,3385.25,3429.42
2005-09-29,3429.6,3435.2,3407.03,3412.75
2005-09-30,3414.77,3438.76,3414.77,3428.51
2005-10-03,3429.45,3451.34,3429.45,3449.34
2005-10-04,3449.03,3464.24,3432.47,3464.23
2005-10-05,3461.18,3461.18,3418.84,3418.84
